tconst,originalTitle,year,genres,Rating,director,plot
tt12691830,A Love Song,2022,Romance,6.7,Max Walker-Silverman,"At a campground in the rural West, a woman waits alone for an old flame from her past to arrive, uncertain of his intentions while bashful about her own."
tt12695508,Hocus Focus,2024,"Action,Crime,Thriller",8.5,Paierry Dodeja,"Following the death of his father, Tyrell Jackson struggles to navigate life."
tt12698500,At the End of Evin,2021,Drama,6.3,"Mehdi Torab-Beigi, Mohammad Torab-Beigi","A strong story about a transgender girl in Iran who is finding a rich man to pay for her gender operation, only to find out that it was just a horrific plan against her."
tt12699572,The Tale of the Fatherless,2021,Drama,8.7,"Stefan Davis, Mica Nadeen",A group of friends have their annual Christmas Party but it seems someone has been slaughtering their guests left and right.
tt12699704,Rita,2024,Drama,7.7,Paz Vega,"In a shocking discovery, video footage from multiple hidden cameras unveils a chilling conspiracy surrounding a bank robbery. As the pieces come together, the footage paints a gruesome picture of the heist. ""Are You Being Watched!"""
tt12699978,Krampus 5: The Snow Beast,2023,Horror,8.6,Matthew Mark Hunter,"A seven year old Rita and her five year old brother Lolo from a working class family as the whole country goes crazy over the European football championships, with Spain in the quarter-finals."
tt12700092,Article 21,2023,Drama,9.3,Lenin Balakrishnan,It talks about the necessity of upholding the basic rights of the underprivileged and the marginalized section within our society and how education could make a difference in the lives of those living on the streets.
tt12700096,Azubel,2021,"Horror,Thriller",5.4,Fatih Gulaydin,Our main character Serkan is a youtuber while he was doing a YouTube video where he was answering fan questions a fan named Halit asks strange questions and dares Serkan to go to a house that was haunted by a djin. Serkan with his girlfriend by his side accept this challenge and heads to the house.
tt12702508,The Man with No Pants,2021,"Action,Adventure",6.1,Matthew A. Peters,"Colt Cory is the Man With No Pants, a wanted outlaw who is out for Revenge against his old partner The Shogun. Colt is forced to compete in a fighting tournament were if he wins will get his chance at revenge."
tt12704978,Audrey's Children,2024,"Biography,Drama",8.4,Ami Canaan Mann,"In 1970 when nearly all children with cancer die, an unconventional and brilliant oncologist breaks all the rules in an effort to revolutionize treatment methods and to provide housing and support to families of sick children."
tt12706768,Life in a Day 2020,2021,"Documentary,Drama",7.2,Kevin Macdonald,Life In A Day 2020 will call on millions of people around the world to film their lives on July 25.
tt12707010,Vicksy,2021,Drama,8.0,Sharrma Mayyank,Plot not available
tt12708250,Brand Bollywood,2023,Documentary,9.6,Anupam Sharma,"It was in the late 1990's that the outrageous, colourful, and musical Bollywood crews first descended on the Australian landscape and fascinated locals around the country. More than just novel new entertainment, Bollywood brought serious money to Australian shores, and the industry quickly became a darling of the tourism, trade, and educational bodies. Beneath the gli... Read all"
tt12709774,Borrowed Time III,2022,Action,5.9,,A writer and a therapist share a lonely night at a bed and breakfast that changes them both forever.
tt12712604,The Miracle Club,2023,"Comedy,Drama",6.4,Thaddeus O'Sullivan,There's just one dream for the women of Ballygar to taste freedom: to win a pilgrimage to the sacred French town of Lourdes.
tt12714422,In a Sentimental Mood,2021,"Drama,Romance",7.5,Zachary Cornell Cunningham,Plot not available
tt12714786,Just Caught a Body,2023,"Action,Crime,Drama",6.7,Jeff Profitt,Franck will have to face his demons in an attempt to save the people he loves.
tt12715472,Inexorable,2021,Thriller,6.1,Fabrice du Welz,"Known for stirring harmonies and socially conscious lyrics, iconic folk rock duo Indigo Girls are the subject of this intimate and insightful documentary, which tracks their decades-long career."
tt12716222,Indigo Girls: It's Only Life After All,2023,"Documentary,Music",7.8,Alexandria Bombach,The lives of a wealthy publisher and her novelist husband are changed by the arrival of a mysterious young woman at their country mansion.
tt12716276,Nose,2021,Documentary,6.5,Clément Beauvais,"With exclusive access to Dior's ""Maison de Parfums"" creative process, this documentary film unveils the fascinating role of the Nose at Dior; the most prestigious Fashion and Perfume brand in the world initiated by Christian Dior."
tt12716280,Beyond the Chamber of Terror,2021,"Comedy,Crime,Horror",7.6,Michael Pereira,Nash Caruthers is on a deadly collision course with the people that tore his world apart...along with something unexpected. Something far more sinister.
tt12717640,Kemba,2024,Drama,8.9,Kelley Kali,"A young woman inherits her grandfather's theater and plans to sell it, but things get dangerous when she changes her mind and decides to reopen the beautiful landmark property herself."
tt12718280,Help Wanted,2023,Thriller,5.5,Peter Foldy,"The film follows criminal justice reform advocate Kemba Smith, a woman charged as a co-conspirator to her college boyfriend's drug-trafficking crimes and sentenced to 24.5 years in federal prison with no opportunity for parole."
tt12718300,"Confess, Fletch",2022,"Comedy,Crime,Mystery",6.4,Greg Mottola,"A new British comedy. Two very different men, lost in a strange town, with no back-up and no mobile phone, must work together to get home. A funny dark night of the soul."
tt12718392,Black Bags,2023,Thriller,5.9,Josh Brandon,"When a woman disappears, one man decides to face the reality that all others try to ignore-that there may be a serial killer among them."
tt12719600,Hidden,2023,"Crime,Drama,Thriller",7.0,Roberto D'Antona,"After becoming the prime suspect in a murder, Fletch strives to prove his innocence while simultaneously searching for his girlfriend's stolen art collection."
tt12719660,The Cluster B Quadrilogy,2021,"Comedy,Drama",7.7,Josh Litman,"Four darkly comedic stories, each chronicling one of the four Cluster B personality disorders: Antisocial Personality Disorder, Borderline Personality Disorder, Histrionic Personality Disorder, and Narcissistic Personality Disorder."
tt12719846,Wild Roots,2021,Drama,7.3,Hajni Kis,"A wild 12 year old girl who has been with her grandparents decides against their advice to seek out her father, a bouncer with a temper who is just getting out of prison."
tt12719860,Sam and Dan Get Lost,2021,Comedy,6.2,Lee Price,"On a lonely Greyhound bus, a chance encounter between Sara and Tess, both with identical black travel bags, sets off a deadly game of cat and mouse."
tt12720332,Battle,2021,Documentary,5.5,"Ilya Belov, Denis Kataev, Anton Zhelnov",A visual immersion into a unique period of world cinema history into which Sergei Bondarchuk's figure naturally fits
tt12723696,Octopus,2021,"Documentary,Drama",8.4,Karim Kassem,A filmmaker travels to Beirut to develop his next film and is faced with the third largest explosion in history that destroys his plan along with his city.
tt12724040,Cherry,2022,"Comedy,Drama",5.7,Sophie Galibert,"Two people in two different countries, both in quarantine during lockdown time, have a love affair through Facetime- but how viable is a relationship that might as well be just a fantasy?"
tt12724306,Glorious,2022,"Horror,Mystery,Thriller",5.6,Rebekah McKendry,Cherry has 24 hours to make the most important decision of her life: whether or not to keep an unplanned pregnancy.
tt12725760,Love in a Bottle,2021,"Comedy,Drama,Romance",6.2,Paula van der Oest,"The story of champion boxer Muhammad Ali through the eyes of his only biological son, Muhammad Ali Jr. Muhammad Jr struggled with bullying, abandonment, addiction, family and heartbreak to ultimately find peace."
tt12725876,The Arctic: Our Last Great Wilderness,2021,Documentary,7.2,"Myles Connolly, Florian Schulz","After a breakup, Wes ends up at a remote rest stop. He finds himself locked inside the bathroom with a mysterious figure speaking from an adjacent stall. Soon Wes realizes he is involved in a situation more terrible than he could imagine."
tt12727278,My Father Muhammad Ali,2023,"Biography,Documentary",5.3,"Tom DeNucci, Chad A. Verdi","A socially failed guy who's in the early stages of his depression tries his luck in dieing, but fails there too with an interesting twist which ends him up to solve the mystery of his own life and make it live again."
tt12728346,Toxic,2022,Documentary,9.5,Robert Colbourne,"Documentary examining the fentanyl and overdose crisis in Vancouver's lower mainland, of British Columbia Canada."
tt12731104,Negative,2022,Thriller,9.2,Bala Satish,"Imagine a place that is vast, wild and untouched, where some of the world's greatest wildlife spectacles unfold. The Arctic National Wildlife refuge, situated in the northeastern corner of Alaska, is the wildest place left in North America. A symbol of wilderness for the world. No one has truly ever seen it. ""The Arctic: Our Last Great Wilderness"" will feature the fir... Read all"
tt12731980,Old Henry,2021,"Action,Drama,Western",7.3,Potsy Ponciroli,"A farmer takes in an injured man with a satchel of cash. When a posse comes for the money, he must decide who to trust. Defending a siege, he reveals a gunslinging talent calling his true identity into question."
tt12734478,Blood Brothers,2021,Mystery,5.1,Jay Craven,"Maruthi, a son of a shopkeeper falls in love with Deepika, the only sister of Prathap Reddy, a zamindar and has deep political connections and believes in the caste system. Things take a fatal turn when Deepika accepts Maruthi's love. Will Maruthi and Deepika be able to fight all odds and live happily ever after?"
tt12735856,Nenu C/o Nuvvu,2022,"Drama,Romance",7.9,Saga Reddy Thumma,"Five months after the maternal death of his partner, a man is at a crossroads with how to raise their baby."
tt12737382,Quarantine Bae,2021,Romance,8.5,"LeThomas Lee, Donald K. Murphy II","Two brothers' relationship strains when the younger one receives news of a strange inheritance complicating their competition for a mysterious young woman who arrives on their island. The entire family reaches a breaking point brought about by startling revelations about their mother's fidelity, love, friendship and betrayal."
